text_orig,text_loaded,label,preds
"The case of Rahaf Mohammed al-Qunun drawn new global attention to Saudi Arabia’s strict social rules, including a requirement that women have the permission of a male “guardian” to travel, which rights groups say can trap women and girls as prisoners of abusive families.","The case of Rahaf Mohammed al - Qunun drawn abidingly new global attention to Saudi Arabia ’s strict social rules , including a requirement that women have the permission of a male “ guardian ” to travel , which rights groups say can trap vaguely women and girls as prisoners of abusive families .",1,1
"The case of Rahaf Mohammed al-Qunun drawn new global attention to Saudi Arabia’s strict social rules, including a requirement that women have the permission of a male “guardian” to travel, which rights groups say can trap women and girls as prisoners of abusive families.","The case of Rahaf Mohammed al - Qunun drawn saintly new global attention to Saudi Arabia ’s strict social rules , including a requirement that women have the permission of a male “ guardian ” to travel , which rights groups say can trap prissily women and girls as prisoners of abusive families .",1,1
"The case of Rahaf Mohammed al-Qunun drawn new global attention to Saudi Arabia’s strict social rules, including a requirement that women have the permission of a male “guardian” to travel, which rights groups say can trap women and girls as prisoners of abusive families.","The case of Rahaf Mohammed al - Qunun drawn amorally new global attention to Saudi Arabia ’s strict social rules , including a requirement that women have the permission of a male “ guardian ” to travel , which rights groups say can trap purposelessly women and girls as prisoners of abusive families .",1,1
"The case of Rahaf Mohammed al-Qunun drawn new global attention to Saudi Arabia’s strict social rules, including a requirement that women have the permission of a male “guardian” to travel, which rights groups say can trap women and girls as prisoners of abusive families.","The case of Rahaf Mohammed al - Qunun drawn undeniably new global attention to Saudi Arabia ’s strict social rules , including a requirement that women have the permission of a male “ guardian ” to travel , which rights groups say can trap weirdly women and girls as prisoners of abusive families .",1,1
"The case of Rahaf Mohammed al-Qunun drawn new global attention to Saudi Arabia’s strict social rules, including a requirement that women have the permission of a male “guardian” to travel, which rights groups say can trap women and girls as prisoners of abusive families.","The case of Rahaf Mohammed al - Qunun drawn shockingly new global attention to Saudi Arabia ’s strict social rules , including a requirement that women have the permission of a male “ guardian ” to travel , which rights groups say can trap fuzzily women and girls as prisoners of abusive families .",1,1
"The case of Rahaf Mohammed al-Qunun drawn new global attention to Saudi Arabia’s strict social rules, including a requirement that women have the permission of a male “guardian” to travel, which rights groups say can trap women and girls as prisoners of abusive families.","The case of Rahaf Mohammed al - Qunun drawn degradingly new global attention to Saudi Arabia ’s strict social rules , including a requirement that women have the permission of a male “ guardian ” to travel , which rights groups say can trap pettiness women and girls as prisoners of abusive families .",1,1
"The case of Rahaf Mohammed al-Qunun drawn new global attention to Saudi Arabia’s strict social rules, including a requirement that women have the permission of a male “guardian” to travel, which rights groups say can trap women and girls as prisoners of abusive families.","The case of Rahaf Mohammed al - Qunun drawn speciousness new global attention to Saudi Arabia ’s strict social rules , including a requirement that women have the permission of a male “ guardian ” to travel , which rights groups say can trap confoundedly women and girls as prisoners of abusive families .",1,1
"We speak with Varshini Prakash, founder of the Sunrise Movement, a youth-led climate group that has occupied and lobbied at congressional offices, risking arrest to demand adoption of the Green New Deal and bold climate leadership.","We speak with Varshini Prakash , founder of the Sunrise Movement , a youth - led climate group that has occupied and lobbied at congressional offices , risking perfectible arrest to demand sensible adoption of the Green New Deal and bold climate leadership .",1,1
"We speak with Varshini Prakash, founder of the Sunrise Movement, a youth-led climate group that has occupied and lobbied at congressional offices, risking arrest to demand adoption of the Green New Deal and bold climate leadership.","We speak with Varshini Prakash , founder of the Sunrise Movement , a youth - led climate group that has occupied and lobbied at congressional offices , risking unwise arrest to demand seditious adoption of the Green New Deal and bold climate leadership .",1,1
"We speak with Varshini Prakash, founder of the Sunrise Movement, a youth-led climate group that has occupied and lobbied at congressional offices, risking arrest to demand adoption of the Green New Deal and bold climate leadership.","We speak with Varshini Prakash , founder of the Sunrise Movement , a youth - led climate group that has occupied and lobbied at congressional offices , risking annoying arrest to demand unthoughtful adoption of the Green New Deal and bold climate leadership .",1,1
"We speak with Varshini Prakash, founder of the Sunrise Movement, a youth-led climate group that has occupied and lobbied at congressional offices, risking arrest to demand adoption of the Green New Deal and bold climate leadership.","We speak with Varshini Prakash , founder of the Sunrise Movement , a youth - led climate group that has occupied and lobbied at congressional offices , risking anarchical arrest to demand misreading adoption of the Green New Deal and bold climate leadership .",1,1
"We speak with Varshini Prakash, founder of the Sunrise Movement, a youth-led climate group that has occupied and lobbied at congressional offices, risking arrest to demand adoption of the Green New Deal and bold climate leadership.","We speak with Varshini Prakash , founder of the Sunrise Movement , a youth - led climate group that has occupied and lobbied at congressional offices , risking anarchical arrest to demand disingenious adoption of the Green New Deal and bold climate leadership .",1,1
"We speak with Varshini Prakash, founder of the Sunrise Movement, a youth-led climate group that has occupied and lobbied at congressional offices, risking arrest to demand adoption of the Green New Deal and bold climate leadership.","We speak with Varshini Prakash , founder of the Sunrise Movement , a youth - led climate group that has occupied and lobbied at congressional offices , risking idiotic arrest to demand insistent adoption of the Green New Deal and bold climate leadership .",1,1
"We speak with Varshini Prakash, founder of the Sunrise Movement, a youth-led climate group that has occupied and lobbied at congressional offices, risking arrest to demand adoption of the Green New Deal and bold climate leadership.","We speak with Varshini Prakash , founder of the Sunrise Movement , a youth - led climate group that has occupied and lobbied at congressional offices , risking belittlement arrest to demand seditious adoption of the Green New Deal and bold climate leadership .",1,1
"We speak with Varshini Prakash, founder of the Sunrise Movement, a youth-led climate group that has occupied and lobbied at congressional offices, risking arrest to demand adoption of the Green New Deal and bold climate leadership.","We speak with Varshini Prakash , founder of the Sunrise Movement , a youth - led climate group that has occupied and lobbied at congressional offices , risking provocative arrest to demand uneducated adoption of the Green New Deal and bold climate leadership .",1,1
"We speak with Varshini Prakash, founder of the Sunrise Movement, a youth-led climate group that has occupied and lobbied at congressional offices, risking arrest to demand adoption of the Green New Deal and bold climate leadership.","We speak with Varshini Prakash , founder of the Sunrise Movement , a youth - led climate group that has occupied and lobbied at congressional offices , risking uncivilized arrest to demand tempermental adoption of the Green New Deal and bold climate leadership .",1,1
"We speak with Varshini Prakash, founder of the Sunrise Movement, a youth-led climate group that has occupied and lobbied at congressional offices, risking arrest to demand adoption of the Green New Deal and bold climate leadership.","We speak with Varshini Prakash , founder of the Sunrise Movement , a youth - led climate group that has occupied and lobbied at congressional offices , risking undemocratic arrest to demand disingenious adoption of the Green New Deal and bold climate leadership .",1,1
"We speak with Varshini Prakash, founder of the Sunrise Movement, a youth-led climate group that has occupied and lobbied at congressional offices, risking arrest to demand adoption of the Green New Deal and bold climate leadership.","We speak naieve with Varshini Prakash , founder of the Sunrise Movement , a youth - led climate group that has occupied and lobbied contumely at congressional offices , risking absurdly arrest to demand unseemly adoption of the Green New Deal and bold climate leadership .",1,1
"We speak with Varshini Prakash, founder of the Sunrise Movement, a youth-led climate group that has occupied and lobbied at congressional offices, risking arrest to demand adoption of the Green New Deal and bold climate leadership.","We speak merely with Varshini Prakash , founder of the Sunrise Movement , a youth - led climate group that has occupied and lobbied overbearingly at congressional offices , risking dutifully arrest to demand dictatorially adoption of the Green New Deal and bold climate leadership .",1,1
"We speak with Varshini Prakash, founder of the Sunrise Movement, a youth-led climate group that has occupied and lobbied at congressional offices, risking arrest to demand adoption of the Green New Deal and bold climate leadership.","We speak vilely with Varshini Prakash , founder of the Sunrise Movement , a youth - led climate group that has occupied and lobbied truculently at congressional offices , risking forgivably arrest to demand vexingly adoption of the Green New Deal and bold climate leadership .",1,1
"We speak with Varshini Prakash, founder of the Sunrise Movement, a youth-led climate group that has occupied and lobbied at congressional offices, risking arrest to demand adoption of the Green New Deal and bold climate leadership.","We speak cannier with Varshini Prakash , founder of the Sunrise Movement , a youth - led climate group that has occupied and lobbied degradingly at congressional offices , risking singularly arrest to demand nakedly adoption of the Green New Deal and bold climate leadership .",1,1
"We speak with Varshini Prakash, founder of the Sunrise Movement, a youth-led climate group that has occupied and lobbied at congressional offices, risking arrest to demand adoption of the Green New Deal and bold climate leadership.","We speak perversely with Varshini Prakash , founder of the Sunrise Movement , a youth - led climate group that has occupied and lobbied unironically at congressional offices , risking predictably arrest to demand shockingly adoption of the Green New Deal and bold climate leadership .",1,1
"We speak with Varshini Prakash, founder of the Sunrise Movement, a youth-led climate group that has occupied and lobbied at congressional offices, risking arrest to demand adoption of the Green New Deal and bold climate leadership.","We speak dutifully with Varshini Prakash , founder of the Sunrise Movement , a youth - led climate group that has occupied and lobbied indeed at congressional offices , risking speciously arrest to demand repressively adoption of the Green New Deal and bold climate leadership .",1,1
"We speak with Varshini Prakash, founder of the Sunrise Movement, a youth-led climate group that has occupied and lobbied at congressional offices, risking arrest to demand adoption of the Green New Deal and bold climate leadership.","We speak nakedly with Varshini Prakash , founder of the Sunrise Movement , a youth - led climate group that has occupied and lobbied disagreeably at congressional offices , risking unironically arrest to demand repugnantly adoption of the Green New Deal and bold climate leadership .",1,1
"We speak with Varshini Prakash, founder of the Sunrise Movement, a youth-led climate group that has occupied and lobbied at congressional offices, risking arrest to demand adoption of the Green New Deal and bold climate leadership.","We speak shockingly with Varshini Prakash , founder of the Sunrise Movement , a youth - led climate group that has occupied and lobbied saintly at congressional offices , risking villainously arrest to demand dutifully adoption of the Green New Deal and bold climate leadership .",1,1
"We speak with Varshini Prakash, founder of the Sunrise Movement, a youth-led climate group that has occupied and lobbied at congressional offices, risking arrest to demand adoption of the Green New Deal and bold climate leadership.","We speak manifestly with Varshini Prakash , founder of the Sunrise Movement , a youth - led climate group that has occupied and lobbied boorishly at congressional offices , risking definitionally arrest to demand shockingly adoption of the Green New Deal and bold climate leadership .",1,1
"We speak with Varshini Prakash, founder of the Sunrise Movement, a youth-led climate group that has occupied and lobbied at congressional offices, risking arrest to demand adoption of the Green New Deal and bold climate leadership.","We speak oddly with Varshini Prakash , founder of the Sunrise Movement , a youth - led climate group that has occupied and lobbied astonishingly at congressional offices , risking intolerantly arrest to demand pktly adoption of the Green New Deal and bold climate leadership .",1,1
"""I mean, this is unbelievable, and you want to be the archivist of the United States,"" Hawley continued later. """,""" I mean , this is unbelievable , and you want to be the rightous archivist of the United States , "" Hawley continued later . """,1,1
"""I mean, this is unbelievable, and you want to be the archivist of the United States,"" Hawley continued later. """,""" I mean , this is unbelievable , and you want to be the barbaric archivist of the United States , "" Hawley continued later . """,1,1
"""I mean, this is unbelievable, and you want to be the archivist of the United States,"" Hawley continued later. """,""" I mean , this is unbelievable , and you want to be the obsequious archivist of the United States , "" Hawley continued later . """,1,1
"""I mean, this is unbelievable, and you want to be the archivist of the United States,"" Hawley continued later. """,""" I mean , this is unbelievable , and you want to be the dictatorial archivist of the United States , "" Hawley continued later . """,1,1
"""I mean, this is unbelievable, and you want to be the archivist of the United States,"" Hawley continued later. """,""" I mean , this is unbelievable , and you want to be the presumptious archivist of the United States , "" Hawley continued later . """,1,1
"""I mean, this is unbelievable, and you want to be the archivist of the United States,"" Hawley continued later. """,""" I mean , this is unbelievable , and you want to be the unpardonable archivist of the United States , "" Hawley continued later . """,1,1
"""I mean, this is unbelievable, and you want to be the archivist of the United States,"" Hawley continued later. """,""" I mean , this is unbelievable , and you want to be the syllogistic archivist of the United States , "" Hawley continued later . """,1,1
"""I mean, this is unbelievable, and you want to be the archivist of the United States,"" Hawley continued later. """,""" I mean , this is unbelievable , and you want to be the contradictive archivist of the United States , "" Hawley continued later . """,1,1
"""I mean, this is unbelievable, and you want to be the archivist of the United States,"" Hawley continued later. """,""" I mean , this is unbelievable , and you want to be the unassertive archivist of the United States , "" Hawley continued later . """,1,1
"""I mean, this is unbelievable, and you want to be the archivist of the United States,"" Hawley continued later. """,""" I mean , this is unbelievable , and you want to be the nauseate archivist of the United States , "" Hawley continued later . """,1,1
"""I mean, this is unbelievable, and you want to be the archivist of the United States,"" Hawley continued later. """,""" I mean , this is unbelievable , and you want confoundedly to be the archivist of the United States , "" Hawley continued later . """,1,1
"""I mean, this is unbelievable, and you want to be the archivist of the United States,"" Hawley continued later. """,""" I mean , this is unbelievable , and you want astonishingly to be the archivist of the United States , "" Hawley continued later . """,1,1
"""I mean, this is unbelievable, and you want to be the archivist of the United States,"" Hawley continued later. """,""" I mean , this is unbelievable , and you want unmannerly to be the archivist of the United States , "" Hawley continued later . """,1,1
"""I mean, this is unbelievable, and you want to be the archivist of the United States,"" Hawley continued later. """,""" I mean , this is unbelievable , and you want amusingly to be the archivist of the United States , "" Hawley continued later . """,1,1
"""I mean, this is unbelievable, and you want to be the archivist of the United States,"" Hawley continued later. """,""" I mean , this is unbelievable , and you want absurdly to be the archivist of the United States , "" Hawley continued later . """,1,1
"""I mean, this is unbelievable, and you want to be the archivist of the United States,"" Hawley continued later. """,""" I mean , this is unbelievable , and you want contradictorily to be the archivist of the United States , "" Hawley continued later . """,1,1
"""I mean, this is unbelievable, and you want to be the archivist of the United States,"" Hawley continued later. """,""" I mean , this is unbelievable , and you want peculiarly to be the archivist of the United States , "" Hawley continued later . """,1,1
"""I mean, this is unbelievable, and you want to be the archivist of the United States,"" Hawley continued later. """,""" I mean , this is unbelievable , and you want mendaciously to be the archivist of the United States , "" Hawley continued later . """,1,1
"""I mean, this is unbelievable, and you want to be the archivist of the United States,"" Hawley continued later. """,""" I mean , this is unbelievable , and you want wantonly to be the archivist of the United States , "" Hawley continued later . """,1,1
"""I mean, this is unbelievable, and you want to be the archivist of the United States,"" Hawley continued later. """,""" I mean , this is unbelievable , and you want squeamishly to be the archivist of the United States , "" Hawley continued later . """,1,1
"Antifa, short for “anti-fascist,” is an amorphous movement whose adherents oppose people or groups they consider authoritarian or racist, often using aggressive tactics, according to the Anti-Defamation League (ADL)","Antifa , short for “ anti - fascist , ” is an amorphous oblivious movement whose haughtiest adherents oppose lewd people or groups they consider authoritarian or racist , often using aggressive repugnant tactics , according to the Anti - Defamation League ( ADL )",1,1
"Antifa, short for “anti-fascist,” is an amorphous movement whose adherents oppose people or groups they consider authoritarian or racist, often using aggressive tactics, according to the Anti-Defamation League (ADL)","Antifa , short for “ anti - fascist , ” is an amorphous preposterous movement whose viler adherents oppose unimpressed people or groups they consider authoritarian or racist , often using aggressive hypocritcal tactics , according to the Anti - Defamation League ( ADL )",1,1
"Antifa, short for “anti-fascist,” is an amorphous movement whose adherents oppose people or groups they consider authoritarian or racist, often using aggressive tactics, according to the Anti-Defamation League (ADL)","Antifa , short for “ anti - fascist , ” is an amorphous inefficacious movement whose braggy adherents oppose misreading people or groups they consider authoritarian or racist , often using aggressive uncomfortable tactics , according to the Anti - Defamation League ( ADL )",1,1
"Antifa, short for “anti-fascist,” is an amorphous movement whose adherents oppose people or groups they consider authoritarian or racist, often using aggressive tactics, according to the Anti-Defamation League (ADL)","Antifa , short for “ anti - fascist , ” is an amorphous inefficacious movement whose pathetic adherents oppose disgraceful people or groups they consider authoritarian or racist , often using aggressive unassertive tactics , according to the Anti - Defamation League ( ADL )",1,1
"Antifa, short for “anti-fascist,” is an amorphous movement whose adherents oppose people or groups they consider authoritarian or racist, often using aggressive tactics, according to the Anti-Defamation League (ADL)","Antifa , short for “ anti - fascist , ” is an amorphous explicit movement whose reckless adherents oppose unscrupulous people or groups they consider authoritarian or racist , often using aggressive shameful tactics , according to the Anti - Defamation League ( ADL )",1,1
"Antifa, short for “anti-fascist,” is an amorphous movement whose adherents oppose people or groups they consider authoritarian or racist, often using aggressive tactics, according to the Anti-Defamation League (ADL)","Antifa , short for “ anti - fascist , ” is an amorphous anarchical movement whose sphinxlike adherents oppose islamophobic people or groups they consider authoritarian or racist , often using aggressive unapologetic tactics , according to the Anti - Defamation League ( ADL )",1,1
"Antifa, short for “anti-fascist,” is an amorphous movement whose adherents oppose people or groups they consider authoritarian or racist, often using aggressive tactics, according to the Anti-Defamation League (ADL)","Antifa , short for “ anti - fascist , ” is an amorphous confrontative movement whose clueless adherents oppose sphinxlike people or groups they consider authoritarian or racist , often using aggressive misogynistic tactics , according to the Anti - Defamation League ( ADL )",1,1
"Antifa, short for “anti-fascist,” is an amorphous movement whose adherents oppose people or groups they consider authoritarian or racist, often using aggressive tactics, according to the Anti-Defamation League (ADL)","Antifa , short for “ anti - fascist , ” is an amorphous unfathomable movement whose dreadful adherents oppose naiive people or groups they consider authoritarian or racist , often using aggressive disingenuous tactics , according to the Anti - Defamation League ( ADL )",1,1
"Antifa, short for “anti-fascist,” is an amorphous movement whose adherents oppose people or groups they consider authoritarian or racist, often using aggressive tactics, according to the Anti-Defamation League (ADL)","Antifa , short for “ anti - fascist , ” is an amorphous tactless movement whose contradictive adherents oppose nutsy people or groups they consider authoritarian or racist , often using aggressive greedy tactics , according to the Anti - Defamation League ( ADL )",1,1
"Antifa, short for “anti-fascist,” is an amorphous movement whose adherents oppose people or groups they consider authoritarian or racist, often using aggressive tactics, according to the Anti-Defamation League (ADL)","Antifa , short for “ anti - fascist , ” is an amorphous cynical movement whose reformable adherents oppose antisemitic people or groups they consider authoritarian or racist , often using aggressive goatish tactics , according to the Anti - Defamation League ( ADL )",1,1
"Antifa, short for “anti-fascist,” is an amorphous movement whose adherents oppose people or groups they consider authoritarian or racist, often using aggressive tactics, according to the Anti-Defamation League (ADL)","Antifa , short for “ anti - fascist , ” is an amorphous movement whose adherents oppose people or groups they consider authoritarian or racist , often using intransigently aggressive tactics , according to the Anti - Defamation League ( ADL )",1,1
"Antifa, short for “anti-fascist,” is an amorphous movement whose adherents oppose people or groups they consider authoritarian or racist, often using aggressive tactics, according to the Anti-Defamation League (ADL)","Antifa , short for “ anti - fascist , ” is an amorphous movement whose adherents oppose people or groups they consider authoritarian or racist , often using naieve aggressive tactics , according to the Anti - Defamation League ( ADL )",1,1
"Antifa, short for “anti-fascist,” is an amorphous movement whose adherents oppose people or groups they consider authoritarian or racist, often using aggressive tactics, according to the Anti-Defamation League (ADL)","Antifa , short for “ anti - fascist , ” is an amorphous movement whose adherents oppose people or groups they consider authoritarian or racist , often using disagreeably aggressive tactics , according to the Anti - Defamation League ( ADL )",1,1
"Antifa, short for “anti-fascist,” is an amorphous movement whose adherents oppose people or groups they consider authoritarian or racist, often using aggressive tactics, according to the Anti-Defamation League (ADL)","Antifa , short for “ anti - fascist , ” is an amorphous movement whose adherents oppose people or groups they consider authoritarian or racist , often using vexingly aggressive tactics , according to the Anti - Defamation League ( ADL )",1,1
"Antifa, short for “anti-fascist,” is an amorphous movement whose adherents oppose people or groups they consider authoritarian or racist, often using aggressive tactics, according to the Anti-Defamation League (ADL)","Antifa , short for “ anti - fascist , ” is an amorphous movement whose adherents oppose people or groups they consider authoritarian or racist , often using pedantically aggressive tactics , according to the Anti - Defamation League ( ADL )",1,1
"Antifa, short for “anti-fascist,” is an amorphous movement whose adherents oppose people or groups they consider authoritarian or racist, often using aggressive tactics, according to the Anti-Defamation League (ADL)","Antifa , short for “ anti - fascist , ” is an amorphous movement whose adherents oppose people or groups they consider authoritarian or racist , often using dutifully aggressive tactics , according to the Anti - Defamation League ( ADL )",1,1
"Antifa, short for “anti-fascist,” is an amorphous movement whose adherents oppose people or groups they consider authoritarian or racist, often using aggressive tactics, according to the Anti-Defamation League (ADL)","Antifa , short for “ anti - fascist , ” is an amorphous movement whose adherents oppose people or groups they consider authoritarian or racist , often using fearsomely aggressive tactics , according to the Anti - Defamation League ( ADL )",1,1
"Antifa, short for “anti-fascist,” is an amorphous movement whose adherents oppose people or groups they consider authoritarian or racist, often using aggressive tactics, according to the Anti-Defamation League (ADL)","Antifa , short for “ anti - fascist , ” is an amorphous movement whose adherents oppose people or groups they consider authoritarian or racist , often using oddly aggressive tactics , according to the Anti - Defamation League ( ADL )",1,1
"Antifa, short for “anti-fascist,” is an amorphous movement whose adherents oppose people or groups they consider authoritarian or racist, often using aggressive tactics, according to the Anti-Defamation League (ADL)","Antifa , short for “ anti - fascist , ” is an amorphous movement whose adherents oppose people or groups they consider authoritarian or racist , often using overmighty aggressive tactics , according to the Anti - Defamation League ( ADL )",1,1
"Antifa, short for “anti-fascist,” is an amorphous movement whose adherents oppose people or groups they consider authoritarian or racist, often using aggressive tactics, according to the Anti-Defamation League (ADL)","Antifa , short for “ anti - fascist , ” is an amorphous movement whose adherents oppose people or groups they consider authoritarian or racist , often using pointedly aggressive tactics , according to the Anti - Defamation League ( ADL )",1,1
"Trump has brushed aside criticism for his decision to hold his first rally since March 2 in Tulsa, the site of the country’s bloodiest outbreaks of racist violence against Black Americans some 100 years ago.","russophobic Trump has brushed aside unchivalrous criticism for his decision to hold his first reprehensible rally since March 2 in Tulsa , the site of the country ’s bloodiest outbreaks of racist violence against Black Americans some 100 years ago .",1,1
"Trump has brushed aside criticism for his decision to hold his first rally since March 2 in Tulsa, the site of the country’s bloodiest outbreaks of racist violence against Black Americans some 100 years ago.","seditious Trump has brushed aside illiberal criticism for his decision to hold his first murderous rally since March 2 in Tulsa , the site of the country ’s bloodiest outbreaks of racist violence against Black Americans some 100 years ago .",1,1
"Trump has brushed aside criticism for his decision to hold his first rally since March 2 in Tulsa, the site of the country’s bloodiest outbreaks of racist violence against Black Americans some 100 years ago.","imperialistic Trump has brushed aside wary criticism for his decision to hold his first irreligious rally since March 2 in Tulsa , the site of the country ’s bloodiest outbreaks of racist violence against Black Americans some 100 years ago .",1,1
"Trump has brushed aside criticism for his decision to hold his first rally since March 2 in Tulsa, the site of the country’s bloodiest outbreaks of racist violence against Black Americans some 100 years ago.","hypocritcal Trump has brushed aside intolerant criticism for his decision to hold his first livid rally since March 2 in Tulsa , the site of the country ’s bloodiest outbreaks of racist violence against Black Americans some 100 years ago .",1,1
"Trump has brushed aside criticism for his decision to hold his first rally since March 2 in Tulsa, the site of the country’s bloodiest outbreaks of racist violence against Black Americans some 100 years ago.","unpoetic Trump has brushed aside establishmentarian criticism for his decision to hold his first absurd rally since March 2 in Tulsa , the site of the country ’s bloodiest outbreaks of racist violence against Black Americans some 100 years ago .",1,1
"Trump has brushed aside criticism for his decision to hold his first rally since March 2 in Tulsa, the site of the country’s bloodiest outbreaks of racist violence against Black Americans some 100 years ago.","uncurious Trump has brushed aside shameful criticism for his decision to hold his first naôve rally since March 2 in Tulsa , the site of the country ’s bloodiest outbreaks of racist violence against Black Americans some 100 years ago .",1,1
"Trump has brushed aside criticism for his decision to hold his first rally since March 2 in Tulsa, the site of the country’s bloodiest outbreaks of racist violence against Black Americans some 100 years ago.","braggart Trump has brushed aside undaunted criticism for his decision to hold his first anarchical rally since March 2 in Tulsa , the site of the country ’s bloodiest outbreaks of racist violence against Black Americans some 100 years ago .",1,1
