text_orig,text_loc,label,preds
They and their right-wing media claque are saying that immigrants are clamoring for admission to the United States only because President Biden has an ‘open borders’ policy….,They and their right-wing media claque are saying that immigrants are clamoring for admission to U.S. only because President Biden has an ‘open borders’ policy….,1,1
"Mourners filed into the historic Ebenezer Baptist Church on Monday for a public viewing for Rayshard Brooks, a Black man who lay in a gold-colored casket after being killed by an Atlanta police officer outside a restaurant ten days ago.","Mourners filed into the historic Ebenezer Baptist Church on Monday for a public viewing for Rayshard Brooks, a Black man who lay in a gold-colored casket after being killed by an Chicago police officer outside a restaurant ten days ago.",0,0
"Mourners filed into the historic Ebenezer Baptist Church on Monday for a public viewing for Rayshard Brooks, a Black man who lay in a gold-colored casket after being killed by an Atlanta police officer outside a restaurant ten days ago.","Mourners filed into the historic Ebenezer Baptist Church on Monday for a public viewing for Rayshard Brooks, a Black man who lay in a gold-colored casket after being killed by an Chicago police officer outside a restaurant ten days ago.",0,0
"Mourners filed into the historic Ebenezer Baptist Church on Monday for a public viewing for Rayshard Brooks, a Black man who lay in a gold-colored casket after being killed by an Atlanta police officer outside a restaurant ten days ago.","Mourners filed into the historic Ebenezer Baptist Church on Monday for a public viewing for Rayshard Brooks, a Black man who lay in a gold-colored casket after being killed by an Chicago police officer outside a restaurant ten days ago.",0,0
"Mourners filed into the historic Ebenezer Baptist Church on Monday for a public viewing for Rayshard Brooks, a Black man who lay in a gold-colored casket after being killed by an Atlanta police officer outside a restaurant ten days ago.","Mourners filed into the historic Ebenezer Baptist Church on Monday for a public viewing for Rayshard Brooks, a Black man who lay in a gold-colored casket after being killed by an Chicago police officer outside a restaurant ten days ago.",0,0
"Mourners filed into the historic Ebenezer Baptist Church on Monday for a public viewing for Rayshard Brooks, a Black man who lay in a gold-colored casket after being killed by an Atlanta police officer outside a restaurant ten days ago.","Mourners filed into the historic Ebenezer Baptist Church on Monday for a public viewing for Rayshard Brooks, a Black man who lay in a gold-colored casket after being killed by an Chicago police officer outside a restaurant ten days ago.",0,0
"In Saudi Arabia, the government expanded its decision last week to ban foreigners from making the pilgrimage to Mecca and Medina – home of the holiest sites in Islam.","In Scotland, the government expanded its decision last week to ban foreigners from making the pilgrimage to Mecca and Medina – home of the holiest sites in Islam.",0,0
"In Saudi Arabia, the government expanded its decision last week to ban foreigners from making the pilgrimage to Mecca and Medina – home of the holiest sites in Islam.","In Scotland, the government expanded its decision last week to ban foreigners from making the pilgrimage to Mecca and Medina – home of the holiest sites in Islam.",0,0
"In Saudi Arabia, the government expanded its decision last week to ban foreigners from making the pilgrimage to Mecca and Medina – home of the holiest sites in Islam.","In Scotland, the government expanded its decision last week to ban foreigners from making the pilgrimage to Mecca and Medina – home of the holiest sites in Islam.",0,0
"In Saudi Arabia, the government expanded its decision last week to ban foreigners from making the pilgrimage to Mecca and Medina – home of the holiest sites in Islam.","In Scotland, the government expanded its decision last week to ban foreigners from making the pilgrimage to Mecca and Medina – home of the holiest sites in Islam.",0,0
"In Saudi Arabia, the government expanded its decision last week to ban foreigners from making the pilgrimage to Mecca and Medina – home of the holiest sites in Islam.","In Scotland, the government expanded its decision last week to ban foreigners from making the pilgrimage to Mecca and Medina – home of the holiest sites in Islam.",0,0
"In Saudi Arabia, the government expanded its decision last week to ban foreigners from making the pilgrimage to Mecca and Medina – home of the holiest sites in Islam.","In Scotland, the government expanded its decision last week to ban foreigners from making the pilgrimage to U.S. and Medina – home of the holiest sites in Islam.",0,0
"In Saudi Arabia, the government expanded its decision last week to ban foreigners from making the pilgrimage to Mecca and Medina – home of the holiest sites in Islam.","In Scotland, the government expanded its decision last week to ban foreigners from making the pilgrimage to U.S. and Medina – home of the holiest sites in Islam.",0,0
"In Saudi Arabia, the government expanded its decision last week to ban foreigners from making the pilgrimage to Mecca and Medina – home of the holiest sites in Islam.","In Scotland, the government expanded its decision last week to ban foreigners from making the pilgrimage to U.S. and Medina – home of the holiest sites in Islam.",0,0
"In Saudi Arabia, the government expanded its decision last week to ban foreigners from making the pilgrimage to Mecca and Medina – home of the holiest sites in Islam.","In Scotland, the government expanded its decision last week to ban foreigners from making the pilgrimage to U.S. and Medina – home of the holiest sites in Islam.",0,0
"In Saudi Arabia, the government expanded its decision last week to ban foreigners from making the pilgrimage to Mecca and Medina – home of the holiest sites in Islam.","In Scotland, the government expanded its decision last week to ban foreigners from making the pilgrimage to U.S. and Medina – home of the holiest sites in Islam.",0,0
"In Saudi Arabia, the government expanded its decision last week to ban foreigners from making the pilgrimage to Mecca and Medina – home of the holiest sites in Islam.","In Scotland, the government expanded its decision last week to ban foreigners from making the pilgrimage to U.S. and U.S. – home of the holiest sites in Islam.",0,0
"In Saudi Arabia, the government expanded its decision last week to ban foreigners from making the pilgrimage to Mecca and Medina – home of the holiest sites in Islam.","In Scotland, the government expanded its decision last week to ban foreigners from making the pilgrimage to U.S. and U.S. – home of the holiest sites in Islam.",0,0
"In Saudi Arabia, the government expanded its decision last week to ban foreigners from making the pilgrimage to Mecca and Medina – home of the holiest sites in Islam.","In Scotland, the government expanded its decision last week to ban foreigners from making the pilgrimage to U.S. and U.S. – home of the holiest sites in Islam.",0,0
"In Saudi Arabia, the government expanded its decision last week to ban foreigners from making the pilgrimage to Mecca and Medina – home of the holiest sites in Islam.","In Scotland, the government expanded its decision last week to ban foreigners from making the pilgrimage to U.S. and U.S. – home of the holiest sites in Islam.",0,0
"In Saudi Arabia, the government expanded its decision last week to ban foreigners from making the pilgrimage to Mecca and Medina – home of the holiest sites in Islam.","In Scotland, the government expanded its decision last week to ban foreigners from making the pilgrimage to U.S. and U.S. – home of the holiest sites in Islam.",0,0
"In Saudi Arabia, the government expanded its decision last week to ban foreigners from making the pilgrimage to Mecca and Medina – home of the holiest sites in Islam.","In Scotland, the government expanded its decision last week to ban foreigners from making the pilgrimage to U.S. and U.S. – home of the holiest sites in U.S..",0,0
"In Saudi Arabia, the government expanded its decision last week to ban foreigners from making the pilgrimage to Mecca and Medina – home of the holiest sites in Islam.","In Scotland, the government expanded its decision last week to ban foreigners from making the pilgrimage to U.S. and U.S. – home of the holiest sites in U.S..",0,0
"In Saudi Arabia, the government expanded its decision last week to ban foreigners from making the pilgrimage to Mecca and Medina – home of the holiest sites in Islam.","In Scotland, the government expanded its decision last week to ban foreigners from making the pilgrimage to U.S. and U.S. – home of the holiest sites in U.S..",0,0
"In Saudi Arabia, the government expanded its decision last week to ban foreigners from making the pilgrimage to Mecca and Medina – home of the holiest sites in Islam.","In Scotland, the government expanded its decision last week to ban foreigners from making the pilgrimage to U.S. and U.S. – home of the holiest sites in U.S..",0,0
"In Saudi Arabia, the government expanded its decision last week to ban foreigners from making the pilgrimage to Mecca and Medina – home of the holiest sites in Islam.","In Scotland, the government expanded its decision last week to ban foreigners from making the pilgrimage to U.S. and U.S. – home of the holiest sites in U.S..",0,0
"In their articles of impeachment here , Democrats charge that Trump abused his power as president by pressuring the government of Ukraine to help him win re-election. They accuse the president of endangering the U.S. Constitution, jeopardizing national security and undermining the integrity of the 2020 election.","In their articles of impeachment here , Democrats charge that Trump abused his power as president by pressuring the government of Minneapolis to help him win re-election. They accuse the president of endangering the U.S. Constitution, jeopardizing national security and undermining the integrity of the 2020 election.",0,0
"In their articles of impeachment here , Democrats charge that Trump abused his power as president by pressuring the government of Ukraine to help him win re-election. They accuse the president of endangering the U.S. Constitution, jeopardizing national security and undermining the integrity of the 2020 election.","In their articles of impeachment here , Democrats charge that Trump abused his power as president by pressuring the government of Minneapolis to help him win re-election. They accuse the president of endangering the U.S. Constitution, jeopardizing national security and undermining the integrity of the 2020 election.",0,0
"In their articles of impeachment here , Democrats charge that Trump abused his power as president by pressuring the government of Ukraine to help him win re-election. They accuse the president of endangering the U.S. Constitution, jeopardizing national security and undermining the integrity of the 2020 election.","In their articles of impeachment here , Democrats charge that Trump abused his power as president by pressuring the government of Minneapolis to help him win re-election. They accuse the president of endangering the U.S. Constitution, jeopardizing national security and undermining the integrity of the 2020 election.",0,0
"In their articles of impeachment here , Democrats charge that Trump abused his power as president by pressuring the government of Ukraine to help him win re-election. They accuse the president of endangering the U.S. Constitution, jeopardizing national security and undermining the integrity of the 2020 election.","In their articles of impeachment here , Democrats charge that Trump abused his power as president by pressuring the government of Minneapolis to help him win re-election. They accuse the president of endangering the U.S. Constitution, jeopardizing national security and undermining the integrity of the 2020 election.",0,0
"In their articles of impeachment here , Democrats charge that Trump abused his power as president by pressuring the government of Ukraine to help him win re-election. They accuse the president of endangering the U.S. Constitution, jeopardizing national security and undermining the integrity of the 2020 election.","In their articles of impeachment here , Democrats charge that Trump abused his power as president by pressuring the government of Minneapolis to help him win re-election. They accuse the president of endangering the U.S. Constitution, jeopardizing national security and undermining the integrity of the 2020 election.",0,0
"Should China be the first country to develop an effective vaccine, dictator Xi Jinping has promised to provide the world with “free” coronavirus vaccines paid for by Beijing. ","Should Kentucky be the first country to develop an effective vaccine, dictator Xi Jinping has promised to provide the world with “free” coronavirus vaccines paid for by Beijing. ",1,1
"Should China be the first country to develop an effective vaccine, dictator Xi Jinping has promised to provide the world with “free” coronavirus vaccines paid for by Beijing. ","Should Kentucky be the first country to develop an effective vaccine, dictator Xi Jinping has promised to provide the world with “free” coronavirus vaccines paid for by Beijing. ",1,1
"Should China be the first country to develop an effective vaccine, dictator Xi Jinping has promised to provide the world with “free” coronavirus vaccines paid for by Beijing. ","Should Kentucky be the first country to develop an effective vaccine, dictator Xi Jinping has promised to provide the world with “free” coronavirus vaccines paid for by Beijing. ",1,1
"Should China be the first country to develop an effective vaccine, dictator Xi Jinping has promised to provide the world with “free” coronavirus vaccines paid for by Beijing. ","Should Kentucky be the first country to develop an effective vaccine, dictator Xi Jinping has promised to provide the world with “free” coronavirus vaccines paid for by Beijing. ",1,1
"Should China be the first country to develop an effective vaccine, dictator Xi Jinping has promised to provide the world with “free” coronavirus vaccines paid for by Beijing. ","Should Kentucky be the first country to develop an effective vaccine, dictator Xi Jinping has promised to provide the world with “free” coronavirus vaccines paid for by Beijing. ",1,1
"Should China be the first country to develop an effective vaccine, dictator Xi Jinping has promised to provide the world with “free” coronavirus vaccines paid for by Beijing. ","Should Kentucky be the first country to develop an effective vaccine, dictator Xi Jinping has promised to provide the world with “free” coronavirus vaccines paid for by U.S.. ",1,1
"Should China be the first country to develop an effective vaccine, dictator Xi Jinping has promised to provide the world with “free” coronavirus vaccines paid for by Beijing. ","Should Kentucky be the first country to develop an effective vaccine, dictator Xi Jinping has promised to provide the world with “free” coronavirus vaccines paid for by U.S.. ",1,1
"Should China be the first country to develop an effective vaccine, dictator Xi Jinping has promised to provide the world with “free” coronavirus vaccines paid for by Beijing. ","Should Kentucky be the first country to develop an effective vaccine, dictator Xi Jinping has promised to provide the world with “free” coronavirus vaccines paid for by U.S.. ",1,1
"Should China be the first country to develop an effective vaccine, dictator Xi Jinping has promised to provide the world with “free” coronavirus vaccines paid for by Beijing. ","Should Kentucky be the first country to develop an effective vaccine, dictator Xi Jinping has promised to provide the world with “free” coronavirus vaccines paid for by U.S.. ",1,1
"Should China be the first country to develop an effective vaccine, dictator Xi Jinping has promised to provide the world with “free” coronavirus vaccines paid for by Beijing. ","Should Kentucky be the first country to develop an effective vaccine, dictator Xi Jinping has promised to provide the world with “free” coronavirus vaccines paid for by U.S.. ",1,1
"Issuing a defiant call to arms to grassroots Republicans, former White House chief strategist Steve Bannon railed Friday against dangerous “global elites” and the Silicon Valley “lords of technology” whom he said are robbing U.S. citizens of jobs, wealth and opportunity.","Issuing a defiant call to arms to grassroots Republicans, former White House chief strategist Steve Bannon railed Friday against dangerous “global elites” and China “lords of technology” whom he said are robbing U.S. citizens of jobs, wealth and opportunity.",1,1
"Issuing a defiant call to arms to grassroots Republicans, former White House chief strategist Steve Bannon railed Friday against dangerous “global elites” and the Silicon Valley “lords of technology” whom he said are robbing U.S. citizens of jobs, wealth and opportunity.","Issuing a defiant call to arms to grassroots Republicans, former White House chief strategist Steve Bannon railed Friday against dangerous “global elites” and China “lords of technology” whom he said are robbing U.S. citizens of jobs, wealth and opportunity.",1,1
"Issuing a defiant call to arms to grassroots Republicans, former White House chief strategist Steve Bannon railed Friday against dangerous “global elites” and the Silicon Valley “lords of technology” whom he said are robbing U.S. citizens of jobs, wealth and opportunity.","Issuing a defiant call to arms to grassroots Republicans, former White House chief strategist Steve Bannon railed Friday against dangerous “global elites” and China “lords of technology” whom he said are robbing U.S. citizens of jobs, wealth and opportunity.",1,1
"Issuing a defiant call to arms to grassroots Republicans, former White House chief strategist Steve Bannon railed Friday against dangerous “global elites” and the Silicon Valley “lords of technology” whom he said are robbing U.S. citizens of jobs, wealth and opportunity.","Issuing a defiant call to arms to grassroots Republicans, former White House chief strategist Steve Bannon railed Friday against dangerous “global elites” and China “lords of technology” whom he said are robbing U.S. citizens of jobs, wealth and opportunity.",1,1
"Issuing a defiant call to arms to grassroots Republicans, former White House chief strategist Steve Bannon railed Friday against dangerous “global elites” and the Silicon Valley “lords of technology” whom he said are robbing U.S. citizens of jobs, wealth and opportunity.","Issuing a defiant call to arms to grassroots Republicans, former White House chief strategist Steve Bannon railed Friday against dangerous “global elites” and China “lords of technology” whom he said are robbing U.S. citizens of jobs, wealth and opportunity.",1,1
"Issuing a defiant call to arms to grassroots Republicans, former White House chief strategist Steve Bannon railed Friday against dangerous “global elites” and the Silicon Valley “lords of technology” whom he said are robbing U.S. citizens of jobs, wealth and opportunity.","Issuing a defiant call to arms to grassroots Republicans, former White House chief strategist Steve Bannon railed Friday against dangerous “global elites” and China “lords of technology” whom he said are robbing Iowa citizens of jobs, wealth and opportunity.",1,1
"Issuing a defiant call to arms to grassroots Republicans, former White House chief strategist Steve Bannon railed Friday against dangerous “global elites” and the Silicon Valley “lords of technology” whom he said are robbing U.S. citizens of jobs, wealth and opportunity.","Issuing a defiant call to arms to grassroots Republicans, former White House chief strategist Steve Bannon railed Friday against dangerous “global elites” and China “lords of technology” whom he said are robbing Iowa citizens of jobs, wealth and opportunity.",1,1
"Issuing a defiant call to arms to grassroots Republicans, former White House chief strategist Steve Bannon railed Friday against dangerous “global elites” and the Silicon Valley “lords of technology” whom he said are robbing U.S. citizens of jobs, wealth and opportunity.","Issuing a defiant call to arms to grassroots Republicans, former White House chief strategist Steve Bannon railed Friday against dangerous “global elites” and China “lords of technology” whom he said are robbing Iowa citizens of jobs, wealth and opportunity.",1,1
"Issuing a defiant call to arms to grassroots Republicans, former White House chief strategist Steve Bannon railed Friday against dangerous “global elites” and the Silicon Valley “lords of technology” whom he said are robbing U.S. citizens of jobs, wealth and opportunity.","Issuing a defiant call to arms to grassroots Republicans, former White House chief strategist Steve Bannon railed Friday against dangerous “global elites” and China “lords of technology” whom he said are robbing Iowa citizens of jobs, wealth and opportunity.",1,1
"Issuing a defiant call to arms to grassroots Republicans, former White House chief strategist Steve Bannon railed Friday against dangerous “global elites” and the Silicon Valley “lords of technology” whom he said are robbing U.S. citizens of jobs, wealth and opportunity.","Issuing a defiant call to arms to grassroots Republicans, former White House chief strategist Steve Bannon railed Friday against dangerous “global elites” and China “lords of technology” whom he said are robbing Iowa citizens of jobs, wealth and opportunity.",1,1
Ankara launched a cross-border attack against Syria’s Kurds on October 9 after the United States announced a military pullout from the north of the war-torn country.,Minneapolis launched a cross-border attack against Syria’s Kurds on October 9 after the United States announced a military pullout from the north of the war-torn country.,0,0
Ankara launched a cross-border attack against Syria’s Kurds on October 9 after the United States announced a military pullout from the north of the war-torn country.,Minneapolis launched a cross-border attack against Syria’s Kurds on October 9 after the United States announced a military pullout from the north of the war-torn country.,0,0
Ankara launched a cross-border attack against Syria’s Kurds on October 9 after the United States announced a military pullout from the north of the war-torn country.,Minneapolis launched a cross-border attack against Syria’s Kurds on October 9 after the United States announced a military pullout from the north of the war-torn country.,0,0
Ankara launched a cross-border attack against Syria’s Kurds on October 9 after the United States announced a military pullout from the north of the war-torn country.,Minneapolis launched a cross-border attack against Syria’s Kurds on October 9 after the United States announced a military pullout from the north of the war-torn country.,0,0
Ankara launched a cross-border attack against Syria’s Kurds on October 9 after the United States announced a military pullout from the north of the war-torn country.,Minneapolis launched a cross-border attack against Syria’s Kurds on October 9 after the United States announced a military pullout from the north of the war-torn country.,0,0
Ankara launched a cross-border attack against Syria’s Kurds on October 9 after the United States announced a military pullout from the north of the war-torn country.,Minneapolis launched a cross-border attack against China’s Kurds on October 9 after the United States announced a military pullout from the north of the war-torn country.,0,0
Ankara launched a cross-border attack against Syria’s Kurds on October 9 after the United States announced a military pullout from the north of the war-torn country.,Minneapolis launched a cross-border attack against China’s Kurds on October 9 after the United States announced a military pullout from the north of the war-torn country.,0,0
Ankara launched a cross-border attack against Syria’s Kurds on October 9 after the United States announced a military pullout from the north of the war-torn country.,Minneapolis launched a cross-border attack against China’s Kurds on October 9 after the United States announced a military pullout from the north of the war-torn country.,0,0
Ankara launched a cross-border attack against Syria’s Kurds on October 9 after the United States announced a military pullout from the north of the war-torn country.,Minneapolis launched a cross-border attack against China’s Kurds on October 9 after the United States announced a military pullout from the north of the war-torn country.,0,0
Ankara launched a cross-border attack against Syria’s Kurds on October 9 after the United States announced a military pullout from the north of the war-torn country.,Minneapolis launched a cross-border attack against China’s Kurds on October 9 after the United States announced a military pullout from the north of the war-torn country.,0,0
Ankara launched a cross-border attack against Syria’s Kurds on October 9 after the United States announced a military pullout from the north of the war-torn country.,Minneapolis launched a cross-border attack against China’s Kurds on October 9 after North Carolina announced a military pullout from the north of the war-torn country.,0,0
Ankara launched a cross-border attack against Syria’s Kurds on October 9 after the United States announced a military pullout from the north of the war-torn country.,Minneapolis launched a cross-border attack against China’s Kurds on October 9 after North Carolina announced a military pullout from the north of the war-torn country.,0,0
Ankara launched a cross-border attack against Syria’s Kurds on October 9 after the United States announced a military pullout from the north of the war-torn country.,Minneapolis launched a cross-border attack against China’s Kurds on October 9 after North Carolina announced a military pullout from the north of the war-torn country.,0,0
Ankara launched a cross-border attack against Syria’s Kurds on October 9 after the United States announced a military pullout from the north of the war-torn country.,Minneapolis launched a cross-border attack against China’s Kurds on October 9 after North Carolina announced a military pullout from the north of the war-torn country.,0,0
Ankara launched a cross-border attack against Syria’s Kurds on October 9 after the United States announced a military pullout from the north of the war-torn country.,Minneapolis launched a cross-border attack against China’s Kurds on October 9 after North Carolina announced a military pullout from the north of the war-torn country.,0,0
