text,news_link,label,gpt_4_label,Christoph
"NBC cited Center for Countering Digital Hate, a group claiming to fight “hate and misinformation” online.",http://feedproxy.google.com/~r/breitbart/~3/udqaRy4LAO8/,1,0,0
The cost of college tuition is increasing at the same time the federal government is originating and managing 93 percent of all student loans and has launched a liberal student loan forgiveness program – all of which means the burden of increasing amounts of student debt has been taken up by taxpayers at the same time average college students are spending less time with their studies.,https://www.breitbart.com/politics/2016/07/22/full-time-college-students-spend-19-hours-weekly-studies-29-hours-leisure/,0,1,1
"One of the bitterest cases in academe involved Steven Salaita, whose offer of a tenured faculty position at the University of Illinois was revoked in 2014 after he posted a series of tweets harshly critical of Israel.",https://www.foxnews.com/us/omar-furor-reflects-intensifying-national-debate-over-israel,1,0,1
"Spencer speculated that the media may be ""soulless golem,"" a reference to magically animated beings from Jewish folklore.",https://www.nbcnews.com/politics/white-house/white-nationalist-alt-righter-claims-hail-trump-comments-were-ironic-n687021,1,0,1
The mother of a one-year-old killed in a Cuban clinic after receiving a routine vaccination launched an awareness campaign Tuesday urging social media users to share a photo of her in the hope that the communist regime gives her answers.,https://www.breitbart.com/health/2019/10/23/mother-baby-killed-communist-cuban-doctors-launches-justice-campaign/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,0,1,1
Several medical and advocacy groups have insisted abortion services should be considered as essential health care during the Chinese coronavirus pandemic and not subject to delays or a reduction of availability that will affect other health services.,https://www.breitbart.com/health/2020/03/20/lobby-insists-abortions-must-continue-unabated-during-coronavirus-crisis/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,0,1,0
President Donald Trump ridiculed former Secretary of State Colin Powell on Sunday for endorsing former Vice President Joe Biden for president.,https://www.breitbart.com/politics/2020/06/07/donald-trump-mocks-stiff-colin-powell-for-endorsing-joe-biden/,1,0,1
Amazon is conducting an investigation amid sexual harassment accusations posed against Jeffrey Tambor.,http://rssfeeds.usatoday.com/~/489110714/0/usatoday-lifetopstories~Amazon-investigating-Jeffrey-Tambor-amid-sexual-harassment-accusations/,1,0,0
"On Saturday, there were numerous assaults by left-wing counter-demonstrators against Trump supporters who participated in the “Million MAGA March” in Washington, D.C.",http://feedproxy.google.com/~r/breitbart/~3/YyqE-f36vQA/,0,1,1
Students across India on Tuesday stood in solidarity against a vicious weekend attack on a prestigious New Delhi university by masked men wielding sticks that led to 40 students and staff being sent to the hospital.,http://feeds.foxnews.com/~r/foxnews/world/~3/IcgO2lGd_Qo/violent-clashes-india-civil-unrest,0,1,1
"Working-class Americans, like those who make up the majority of South Bend residents, have secured the largest wage hikes in the nation compared to all other economic demographic groups — a direct result of Trump tightening the labor market.",https://www.breitbart.com/politics/2020/02/07/fact-check-buttigieg-falsely-claims-trump-turns-his-back-on-middle-class/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,0,1,1
"Putting the ethical issues aside, with the 2024 presidential campaign cycle set to kick into gear, Republicans would be unwise to tie themselves to the cause of defending junk fees.",https://www.thedailybeast.com/republicans-really-want-you-to-keep-paying-junk-fees?ref=wrap,1,0,1
"Trump has repeatedly boasted about and taken credit for the stock market’s performance during his three years in office, including as recently as last Saturday after a strong rebound the day before. Trump has also warned that Wall Street would fall if a Democratic candidate wins the November presidential election.",https://www.reuters.com/article/usa-stocks-trump/refile-last-of-dows-gains-during-trump-presidency-disappear-idUSL1N2BB22Q,1,0,1
"But rather than looking north for inspiration, American health care reformers would be better served looking east, across the Atlantic.",https://www.nytimes.com/2019/02/20/opinion/health-care-germany.html,1,0,1
"Gautney consented to this field, job, and city, so if she has an issue with compensation or cost of living, switching to a more lucrative field or cheaper place to live is a decision she should make for herself, not a decision that ought to be bailed out by unsuspecting taxpayers who played no role in the choice. ",https://thefederalist.com/2019/06/26/taking-student-debt-pursue-degree-consensual-choice/,0,1,1
"Those segregationists were fond of saying that if northern liberals liked integration so much, they would gladly send southern Blacks their way.",https://www.alternet.org/former-reagan-speechwriter-rips-greg-abbott-for-his-cruel-and-heartless-immigration-stunts/,1,0,1
Data on excess deaths compared to previous years can also help reveal when coronavirus landed in a particular state.,https://www.foxnews.com/science/did-you-already-have-coronavirus-in-january-or-february,1,0,0
"A shocking new study says that the ice in the Arctic Ocean will disappear by 2050, which could have ""substantial"" implications on the ecosystem and the climate in the region.",https://www.foxnews.com/science/arctic-ocean-ice-free-summers-next-30-years,0,1,1
The blazes that have been ongoing for more than three weeks have captured the world's attention and prompted an outcry over deforestation and land use in the biodiverse region.,https://www.foxnews.com/science/amazon-fires-scorched-earth-thick-smoke,1,0,1
"According to white nationalists who promote the Replacement Theory, enemies of the white race are seeking to “replace” whites with non-whites in the United States and many other countries. ",https://www.alternet.org/2020/06/historian-explains-the-bizarre-racist-theory-behind-the-far-rights-hysteria-over-the-george-floyd-protests/,1,0,1
"The editor of conservative news publication Gript Media, John McGuirk, has warned that some teachers may still be able to teach their pupils that gender is a “spectrum” under the coming curriculum rework.",https://www.breitbart.com/europe/2023/02/28/irish-government-abandons-plan-to-teach-children-gender-is-a-spectrum/,1,0,0
"Ironically, bans on “high-capacity” magazines are part of the Bloomberg campaign’s gun control push, yet a Virginia Tech review board found that such a ban would have had a negligible impact on the results of the 2007 attack.",https://www.breitbart.com/politics/2020/02/01/hawkins-bloomberg-uses-gun-control-failure-to-push-more-gun-control/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,1,0,1
"The U.S. Supreme Court on Monday delivered a watershed victory for LGBT rights, ruling that a landmark federal law forbidding workplace discrimination protects gay and transgender employees.",https://www.foxbusiness.com/money/supreme-court-sexual-orientation-workplace-discrimination,0,1,1
"Though Trump has successfully increased wages by four percent over the last 12 months for America’s blue collar and working class by decreasing foreign competition through a crackdown on illegal immigration, experts have warned that those wage hikes will not continue heading into the 2020 election should current illegal immigration levels keep rising at record levels.",https://www.breitbart.com/politics/2019/04/29/wapo-abc-poll-2-in-3-swing-voters-say-u-s-economic-system-benefits-the-rich/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,0,1,1
Trump’s Fourth of July remarks doubled down on his speech the previous evening at Mount Rushmore in South Dakota where he accused “angry mobs” of trying to erase history and painted himself as a bulwark against left-wing extremism.,https://www.reuters.com/article/us-usa-julyfourth-trump/trump-repeats-vow-to-defeat-radical-left-in-july-fourth-speech-idUSKBN2450N2,1,0,1
"The New York Times has a responsibility to exercise greater discretion, rather than publish racially charged clickbait like an article arguing white supremacists have an Asian woman fetish.",https://thefederalist.com/2018/01/12/new-york-times-needs-get-white-supremacy-fetish/,0,1,1
"Some states see sports betting, like lotteries, as a potentially lucrative source of tax revenue. The American Gaming Association estimates there is currently a $150 billion-a-year illegal sports-betting market.",https://www.reuters.com/article/us-usa-court-gambling-idUSKCN1IF1WN,1,0,0
"The measure, which passed the House 62-55 and now moves to the state Senate, also aims to keep abortions legal.",http://feeds.reuters.com/~r/Reuters/domesticNews/~3/wI2lXfS6NaU/us-illinois-abortion-idUSKBN17R2VJ,1,0,0
"With Democrats fuming over Trump's push for a border wall amid a still-unresolved funding standoff, those guest lists signal the president could face a tough crowd.",https://www.foxnews.com/politics/democrats-troll-trump-with-state-of-the-union-guests,0,1,1
"It probably has something to do with Pitlyk being a Federalist Society member, a former Brett Kavanaugh clerk, and a fierce opponent of reproductive rights who’s argued that fertility treatments and surrogacy have “grave” adverse effects on society.",http://www.msnbc.com/rachel-maddow-show/gop-confirms-fierce-opponent-reproductive-rights-federal-bench,0,1,1
"As a result, income inequality now rivals that of the robber baron days of the early 1900s, when labor unions were virtually outlawed while corporate monopolies thrived.",https://www.alternet.org/2019/09/how-american-inequality-follows-us-to-the-grave/,0,1,1
"Ernst, one of the Senate’s leading government waste hawks, unveiled legislation on Wednesday that would end a carveout for millionaires to obtain a taxpayer-funded unemployment benefit during the coronavirus outbreak.",https://www.breitbart.com/politics/2020/05/20/joni-ernst-pelosi-slipped-millionaire-carveouts-in-coronavirus-legislation-to-shore-up-support-for-democrats/,1,0,1
"However, there are serious questions about Parnas’s credibility, and many of his claims about Trump are dubious or contradicted by other evidence.",http://feedproxy.google.com/~r/breitbart/~3/6o33cvxh4HU/,1,0,1
"In the Joe Biden-Bernie Sanders “Unity” platform, Democrats are vowing to provide free, American taxpayer-funded health care to illegal aliens who are able to enroll in former President Obama’s Deferred Action for Childhood Arrivals (DACA) program.",http://feedproxy.google.com/~r/breitbart/~3/0tctUUU8Vao/,0,1,1
"Democrats this week approved legislation to require background checks for essentially all sales and transfers of firearms -- but rejected GOP-led efforts to amend the legislation to alert law enforcement authorities when gun buyers, including illegals, fail those background checks.",https://www.foxnews.com/politics/democrats-reject-push-to-alert-ice-when-illegal-immigrants-fail-firearm-background-checks?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A%20foxnews%2Fpolitics%20%28Internal%20-%20Politics%20-%20Text%29,0,1,1
"Her plight, along with those of about 27,000 DACA recipients working as doctors, nurses, paramedics and other health care workers, is full of irony: when the nation needs her most, she could be pulled from the workforce.",https://eu.usatoday.com/story/news/politics/2020/03/30/dreamers-wake-up-call-pandemic-puts-daca-recipients-front-lines/2935336001/,0,1,1
"John William King, 44, a white supremacist who orchestrated the attack, is the second man to be executed in one of the most gruesome hate crimes in modern U.S. history.",https://eu.usatoday.com/story/news/nation/2019/04/24/james-byrd-jr-killer-execution-john-william-king/3567572002/,1,0,1
"Shelby Steele, a senior fellow at Stanford University’s Hoover Institution said Friday that the contemporary civil rights movement under the banner of “Black Lives Matter” was deeply unserious, catering to an old form of victimization that has accomplished nothing to lift up black people.",https://thefederalist.com/2020/06/06/hoover-fellow-the-black-lives-matter-movement-is-deeply-unserious/,0,1,1
"The Chinese Communist Party has passed a series of draconian administrative measures for religious groups, which will go into effect on February 1, 2020, bringing them completely under government control.",http://feedproxy.google.com/~r/breitbart/~3/YcoFTYJrU3w/,0,1,1
"A report by the United Nations (UN) falsely blamed President Trump for the detention of 100,000 migrant children who, in fact, were held in federal immigration custody in 2015 by President Obama.",https://www.breitbart.com/politics/2019/11/19/united-nations-falsely-blames-trump-for-obama-detaining-100k-migrant-children-in-2015/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,0,1,1
"It's a vision based on an abandonment of globalism, a skepticism toward multiculturalism, a rejection of a government led by the ""elite,"" an embrace of religion, and an emphasis on ""national solidarity"" -- which Hawley believes has been broken by ""liberationist policies.""",https://www.msnbc.com/rachel-maddow-show/gop-senator-its-time-we-ended-the-cosmopolitan-experiment-msna1254571,1,0,1
"Peter Schweizer, president of the Government Accountability Institute and senior contributor at Breitbart News, has investigated and documented Biden’s family members’ blending of business dealings — both foreign and domestic — with Biden’s political position as former vice president in his most recent books",https://www.breitbart.com/2020-election/2020/02/07/joe-biden-ive-never-focused-on-money-for-me/?utm_source=facebook&utm_medium=social,0,1,1
The Brazilian superstar’s career is a testament to what’s possible in women’s soccer — and also a reminder of how little attention the sport still receives.,https://www.huffpost.com/entry/marta-brazil-womens-world-cup_n_5d127cbce4b0a3941869b4f4,0,1,1
"He has been critical of illegal aliens, but not immigrants in general. Weaver nonetheless implies Trump is somehow responsible.",https://www.breitbart.com/2020-election/2019/08/06/bernie-sanders-campaign-dont-blame-us-for-dayton-blame-trump-for-el-paso/,1,0,1
Democrat presidential hopeful and gun control proponent Joe Biden has officially chosen extreme gun controller Kamala Harris to be his running mate.,http://feedproxy.google.com/~r/breitbart/~3/SV-gvPDfvTI/,0,1,1
"Smith’s announcement Sunday at the all-male, historically black college in Atlanta, Georgia provoked impassioned calls for both making higher education free across the country and canceling student debt.",https://www.alternet.org/2019/05/commencement-speaker-pays-off-40-million-in-student-debt-a-burning-indictment-of-our-higher-ed-system/,1,0,1
"President Donald Trump abruptly turned and walked away from the lectern at a White House news briefing Monday after telling a reporter to ""ask China"" in response to a question about U.S. coronavirus testing capacity. ",https://www.usatoday.com/story/news/politics/2020/05/12/trump-tells-reporter-weijia-jiang-ask-china-covid-19-testing/3114144001/?utm_source=feedblitz&utm_medium=FeedBlitzRss&utm_campaign=usatoday-newstopstories,1,0,1
"In February, Breitbart News’s John Binder reported that Trump’s travel ban halted almost all legal immigration from countries designated as sponsors of terrorism.",https://www.breitbart.com/immigration/2020/01/11/rashida-tlaib-calls-trumps-alleged-travel-ban-expansion-straight-up-racism/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,1,0,1
"Last week, Ankara broke the 2015 agreement with Brussels in which it would stop the illegal flow of migrants through Turkey in exchange for money and continuing EU accession talks, and opened the gates which resulted in thousands of migrants amassing on the near-east country’s land border with Greece.",https://www.breitbart.com/europe/2020/03/05/hungary-vows-it-will-protect-europe-illegal-mass-migration-again/,1,0,1
"Loeffler blamed leftist media, especially the Daily Beast, for perpetuating narratives that she might have violated statutes against insider trading. She continued, noting that the media created the narrative against her because, like President Donald Trump, she is a political outsider.",https://www.breitbart.com/politics/2020/06/03/exonerated-kelly-loeffler-rails-against-politically-motivated-insider-trading-witch-hunt/,1,0,1
"Obamacare has been a disaster, with skyrocketing prices, fewer choices, and bipartisan calls for reform. ",http://feedproxy.google.com/~r/breitbart/~3/qUKTWNaIaOg/,0,1,1
Some experts estimate that one in five Americans have experienced climate-related trauma—a number that will only grow as the planet continues to warm.,https://www.thedailybeast.com/climate-disaster-trauma-is-rewiring-our-brains-into-something-alarmingly-worse,0,1,1
"As anarchists tear down statues and deface monuments to America’s Founders and those of President Abraham Lincoln and even slavery abolitionist Frederick Douglass, Lin-Manuel Miranda has been silent on this violence on America’s history.",http://feedproxy.google.com/~r/breitbart/~3/rM_C19ktiGA/,0,1,1
"Gov. Greg Abbott dug his heels in Tuesday in a TV interview explaining why Texas will be the only state in the nation to reject refugees seeking resettlement, saying that aid groups working with refugees should instead prioritize other Texans in need, including the state’s homeless population.",https://www.alternet.org/2020/01/texas-governor-says-nonprofits-helping-refugees-should-focus-on-homelessness-refugee-groups-say-it-doesnt-work-that-way/,1,0,1
Wikipedia’s coverage of other contentious political topics such as abortion were also criticized with Sanger singling out Wikipedia claiming abortion is “one of the safest procedures in medicine.”,http://feedproxy.google.com/~r/breitbart/~3/3bdtNHPiUIQ/,1,0,1
Far right takes to Lisbon streets to deny racism is a problem,https://www.reuters.com/article/us-portugal-protests-racism-farright-idUSKBN23Y0S5?taid=5ef7b2254ce8410001467640&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter,0,1,1
"In analyzing several health care proposals, the Urban Institute demonstrated how eliminating patient cost-sharing from a single-payer system would raise total health care spending by nearly $1 trillion per year.",https://thefederalist.com/2019/11/25/if-you-think-health-care-is-expensive-now-just-wait-until-its-free//,1,0,0
"What we learn from those places is that people who know they don’t have police protection will seek protection from whomever wields power, which is why even now you see businessowners whose stores have been looted and burned out expressing supporter for BLM and the ongoing protests.",https://thefederalist.com/2020/06/05/abolish-the-police-is-a-slogan-for-the-destruction-of-america/,0,1,1
Seattle authorities moved on Wednesday to dismantle a protest zone that the city’s police chief derided as “lawless and brutal” and which had prompted U.S. President Donald Trump to call for action against demonstrators.,https://www.reuters.com/article/us-minneapolis-police-protests-seattle/seattle-police-clear-protest-zone-after-flares-of-violence-idUSKBN2425YW,0,1,1
Trump credits his administration’s efforts to deregulate industries and cut taxes for a bullish stock market and a historically low unemployment rate.,https://www.reuters.com/article/us-usa-election-economy-factobox/factbox-as-trump-touts-economic-gains-democrats-push-for-massive-economic-change-idUSKBN1WP1BX?feedType=RSS&feedName=topNews,1,0,1
The number of April background checks to purchase a firearm showed Americans flocking to gun stores in high numbers for the second month in a row amid worries about the coronavirus pandemic.,https://www.huffpost.com/entry/guns-background-checks-april-coronavirus_n_5eb182a7c5b6cfa72e2389d3,1,0,1
"Numerous gun control proposals have been thwarted in the U.S. Congress, largely because of opposition by Republican lawmakers and the influential National Rifle Association gun rights lobby.",https://www.reuters.com/article/us-usa-court-guns/u-s-supreme-court-rejects-challenge-to-ban-on-gun-bump-stocks-idUSKBN20P259?feedType=RSS&feedName=topNews,1,0,1
"To show how absurd Trump’s claim of absolute immunity from investigation is the Republicans cite Jeremy Bentham, the 18th and 19th Century British economist and legal reformer:",https://www.alternet.org/2020/03/prominent-republicans-mock-trumps-legal-claims-in-supreme-court-brief-and-blow-up-presidents-absolute-immunity-claim/,1,0,1
